6334	99.9387131274132	100.0	99.9094626168224	99.55990061353806	nematoda	512.5938223938224	342.5	2606	215	2381	.91366078280890253261	15649544	13399749	.85623894216981657740	GCF_000181795.1_Trichinella_spiralis-3.7.1_cds_from_genomic.fna	GCA_001447595.1_T1_ISS3_r1.0_genomic.fna
6334	99.87610573899373	100.0	99.83226666666665	97.83044624575338	nematoda	487.05935534591197	326.0	2606	215	2339	.89754412893323100537	15649544	16988751	1.08557482569460170852	GCF_000181795.1_Trichinella_spiralis-3.7.1_cds_from_genomic.fna	GCA_008807755.1_ASM880775v1_genomic.fna
6334	99.68243936944222	100.0	99.71624519230767	97.8133437990785	nematoda	367.04648342764756	286.0	2606	215	2275	.87298541826554105909	15649544	13394928	.85593088207554162600	GCF_000181795.1_Trichinella_spiralis-3.7.1_cds_from_genomic.fna	GCA_008807775.1_ASM880777v1_genomic.fna
6334	99.4221550387597	99.5445	99.39333644859816	97.24813974512166	nematoda	504.6717054263566	336.0	2606	215	2371	.90982348426707597851	15649544	17600090	1.12463915881510668937	GCF_000181795.1_Trichinella_spiralis-3.7.1_cds_from_genomic.fna	GCA_008807795.1_ASM880779v1_genomic.fna
6334	99.40277647588992	99.668	99.35425000000002	97.15958513879151	nematoda	285.10455159981973	230.0	2606	215	2040	.78280890253261703760	15649544	8331151	.53235742843369749303	GCF_000181795.1_Trichinella_spiralis-3.7.1_cds_from_genomic.fna	GCA_008807815.1_ASM880781v1_genomic.fna
6526	99.37884604576463	99.5605	99.3646334841629	97.29109027020105	mollusca	479.1525491770373	248.0	5236	236	4947	.94480519480519480519	54426120	43186678	.79349176461596013090	GCF_000457365.1_ASM45736v1_cds_from_genomic.fna	GCA_014524955.1_ASM1452495v1_genomic.fna
6526	99.3698836173507	99.5395	99.39992640692643	96.83549068216249	mollusca	488.7428350116189	250.0	5236	236	5130	.97975553857906799083	54426120	51973227	.95493169456136134635	GCF_000457365.1_ASM45736v1_cds_from_genomic.fna	GCA_014524965.1_ASM1452496v1_genomic.fna
6526	99.36896468292646	99.543	99.38998684210529	96.83822469764908	mollusca	486.25424390243904	250.0	5236	236	5089	.97192513368983957219	54426120	50854206	.93437132759050250137	GCF_000457365.1_ASM45736v1_cds_from_genomic.fna	GCA_014525025.1_ASM1452502v1_genomic.fna
6579	99.41533853658531	99.6	99.41757872340426	95.22588847772982	mollusca	516.3695609756097	274.0	5240	243	5101	.97347328244274809160	72445869	133788680	1.84673994317053467879	GCF_902652985.1_xPecMax1.1_cds_from_genomic.fna	GCA_020750765.1_ASM2075076v1_genomic.fna
6579				94.11094374999998	mollusca			5240	243	0	0	72445869	31459	.00043424146102795730	GCF_902652985.1_xPecMax1.1_cds_from_genomic.fna	GCA_902652895.1_xPecMax1.1_alternate_haplotype_genomic.fna
6669	98.63694822335032	98.767	98.63627685950416	97.46638792770248	arthropoda	425.99289340101524	323.0	997	243	976	.97893681043129388164	58465972	24195525	.41383943809229751623	GCF_021134715.1_ASM2113471v1_cds_from_genomic.fna	GCA_000187875.1_V1.0_genomic.fna
6669	99.3996326942483	99.58	99.32891358024688	98.08403954843472	arthropoda	414.64984863773964	317.0	997	243	982	.98495486459378134403	58465972	30044707	.51388364842373611782	GCF_021134715.1_ASM2113471v1_cds_from_genomic.fna	GCA_900092285.2_PA42_4.1_genomic.fna
